date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:19:36	55009/55009	---M--	200	added ('OK')	image/jpeg	etag:%2267f38976-d6e1%22	https://prium.github.io/twbs-sparrow/v2.4.1/assets/img/single-shop-2.jpg	prium.github.io/twbs-sparrow/v2.4.1/assets/img/single-shop-2.jpg	(from https://prium.github.io/twbs-sparrow/v2.4.1/pages/product-single.html)
12:19:37	69286/69286	---M--	200	added ('OK')	image/jpeg	etag:%2267f38977-10ea6%22	https://prium.github.io/twbs-sparrow/v2.4.1/assets/img/single-shop-3.jpg	prium.github.io/twbs-sparrow/v2.4.1/assets/img/single-shop-3.jpg	(from https://prium.github.io/twbs-sparrow/v2.4.1/pages/product-single.html)
12:19:39	367576/367576	---M--	200	added ('OK')	image/jpeg	etag:%2267f38977-59bd8%22	https://prium.github.io/twbs-sparrow/v2.4.1/assets/img/headers/header-41.jpg	prium.github.io/twbs-sparrow/v2.4.1/assets/img/headers/header-41.jpg	(from https://prium.github.io/twbs-sparrow/v2.4.1/pages/split-static.html)
12:19:39	81700/81700	---M--	200	added ('OK')	image/jpeg	etag:%2267f38977-13f24%22	https://prium.github.io/twbs-sparrow/v2.4.1/assets/img/headers/header-split-youtube-background.jpg	prium.github.io/twbs-sparrow/v2.4.1/assets/img/headers/header-split-youtube-background.jpg	(from https://prium.github.io/twbs-sparrow/v2.4.1/pages/split-youtube.html)
12:19:40	2335/2335	---M-Z	200	added ('OK')	text/css	etag:W/%2267f38976-91f%22	https://prium.github.io/twbs-sparrow/v2.4.1/vendors/prism/prism.css	prium.github.io/twbs-sparrow/v2.4.1/vendors/prism/prism.css	(from https://prium.github.io/twbs-sparrow/v2.4.1/components/sparrow/accordion.html)
12:19:41	58198/58198	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267f38976-e356%22	https://prium.github.io/twbs-sparrow/v2.4.1/vendors/prism/prism.js	prium.github.io/twbs-sparrow/v2.4.1/vendors/prism/prism.js	(from https://prium.github.io/twbs-sparrow/v2.4.1/components/sparrow/accordion.html)
12:19:43	388974/388974	---M--	200	added ('OK')	image/jpeg	etag:%2267f38977-5ef6e%22	https://prium.github.io/twbs-sparrow/v2.4.1/assets/img/gallery/02-f.jpg	prium.github.io/twbs-sparrow/v2.4.1/assets/img/gallery/02-f.jpg	(from https://prium.github.io/twbs-sparrow/v2.4.1/components/sparrow/backgrounds.html)
12:19:44	171131/171131	---M--	200	added ('OK')	image/jpeg	etag:%2267f38978-29c7b%22	https://prium.github.io/twbs-sparrow/v2.4.1/assets/img/gallery/03-f.jpg	prium.github.io/twbs-sparrow/v2.4.1/assets/img/gallery/03-f.jpg	(from https://prium.github.io/twbs-sparrow/v2.4.1/components/sparrow/backgrounds.html)
12:19:44	25408/25408	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2267f38977-6340%22	https://prium.github.io/twbs-sparrow/v2.4.1/assets/video/shoes.webm	prium.github.io/twbs-sparrow/v2.4.1/assets/video/shoes.webm	(from https://prium.github.io/twbs-sparrow/v2.4.1/components/sparrow/backgrounds.html)
12:19:45	1961/1961	---M--	200	added ('OK')	image/png	etag:%2267f38977-7a9%22	https://prium.github.io/twbs-sparrow/v2.4.1/assets/img/icons/cookie-notice.png	prium.github.io/twbs-sparrow/v2.4.1/assets/img/icons/cookie-notice.png	(from https://prium.github.io/twbs-sparrow/v2.4.1/components/sparrow/cookie-notice.html)
12:19:48	329206/329206	---M--	200	added ('OK')	image/jpeg	etag:%2267f38976-505f6%22	https://prium.github.io/twbs-sparrow/v2.4.1/assets/img/gallery/01-f.jpg	prium.github.io/twbs-sparrow/v2.4.1/assets/img/gallery/01-f.jpg	(from https://prium.github.io/twbs-sparrow/v2.4.1/components/sparrow/lightbox.html)
12:19:48	262981/262981	---M--	200	added ('OK')	image/jpeg	etag:%2267f38978-40345%22	https://prium.github.io/twbs-sparrow/v2.4.1/assets/img/gallery/04-f.jpg	prium.github.io/twbs-sparrow/v2.4.1/assets/img/gallery/04-f.jpg	(from https://prium.github.io/twbs-sparrow/v2.4.1/components/sparrow/lightbox.html)
12:19:49	139270/139270	---M--	200	added ('OK')	image/jpeg	etag:%2267f38977-22006%22	https://prium.github.io/twbs-sparrow/v2.4.1/assets/img/gallery/05-f.jpg	prium.github.io/twbs-sparrow/v2.4.1/assets/img/gallery/05-f.jpg	(from https://prium.github.io/twbs-sparrow/v2.4.1/components/sparrow/lightbox.html)
12:19:50	324524/324524	---M--	200	added ('OK')	image/jpeg	etag:%2267f38978-4f3ac%22	https://prium.github.io/twbs-sparrow/v2.4.1/assets/img/gallery/06-f.jpg	prium.github.io/twbs-sparrow/v2.4.1/assets/img/gallery/06-f.jpg	(from https://prium.github.io/twbs-sparrow/v2.4.1/components/sparrow/lightbox.html)
12:19:51	173171/173171	---M--	200	added ('OK')	image/jpeg	etag:%2267f38976-2a473%22	https://prium.github.io/twbs-sparrow/v2.4.1/assets/img/card-01.jpg	prium.github.io/twbs-sparrow/v2.4.1/assets/img/card-01.jpg	(from https://prium.github.io/twbs-sparrow/v2.4.1/components/bootstrap/cards.html)
12:19:52	149553/149553	---M--	200	added ('OK')	image/jpeg	etag:%2267f38977-24831%22	https://prium.github.io/twbs-sparrow/v2.4.1/assets/img/card-02.jpg	prium.github.io/twbs-sparrow/v2.4.1/assets/img/card-02.jpg	(from https://prium.github.io/twbs-sparrow/v2.4.1/components/bootstrap/cards.html)
